player_id,inducted,g,ab,r,h,x2b,x3b,hr,rbi,sb,cs,bb,so,last_year
richbla01,0,698,2619,378,806,101,51,13,247,65,1,174,147,1932
richepe01,0,446,297,21,43,5,1,1,15,2,1,9,129,1974
richmdo01,0,56,152,11,32,6,2,2,22,1,3,6,17,1951
richmjo01,0,440,1725,239,410,45,28,5,83,1,0,103,80,1885
rickebr01,1,120,343,38,82,8,6,3,39,8,0,27,1,1914
riddlel01,0,191,339,30,69,10,0,1,28,1,0,19,69,1949
riddljo02,0,98,214,18,51,4,1,0,11,0,0,13,19,1948
ridzist01,0,318,198,16,38,10,0,1,7,0,0,7,52,1966
riggsle01,0,760,2477,298,650,110,43,28,271,22,0,181,140,1946
righeda01,0,718,11,0,2,0,0,0,1,0,0,0,6,1995
rignejo01,0,198,401,25,71,11,1,0,27,1,1,17,113,1947
rijojo01,0,377,445,25,85,13,0,2,29,2,1,8,101,2002
ringji01,0,391,817,59,120,23,1,4,57,2,1,17,288,1928
ripkebi01,0,912,2729,287,674,121,6,20,229,25,16,174,332,1998
ripkeca01,1,3001,11551,1647,3184,603,44,431,1695,36,39,1129,1305,2001
ritchcl01,0,1671,5919,708,1618,215,68,18,673,155,0,607,0,1909
ritzke01,0,151,171,14,27,3,0,1,7,2,1,13,77,1998
riverji01,0,1171,3552,503,911,155,56,83,422,160,70,365,523,1961
riverlu01,0,781,2215,249,516,114,12,28,209,20,22,171,443,1998
rivermi01,0,1468,5629,785,1660,247,71,61,499,267,90,266,471,1984
rixeyep01,1,694,1522,95,291,33,4,3,111,2,2,49,220,1933
rizzuph01,1,1661,5816,877,1588,239,62,38,563,149,58,651,398,1956
roachme01,0,227,499,42,119,25,0,7,43,1,0,24,75,1962
roberbi01,0,1202,4147,663,1220,203,31,30,352,264,95,396,548,1998
roberbo01,0,829,2385,283,578,93,10,115,368,7,9,317,546,1979
roberch01,0,166,327,19,68,4,0,0,19,1,0,21,28,1928
roberda01,0,804,2830,366,812,117,44,47,364,94,57,113,262,1922
roberda05,0,452,531,28,103,15,4,7,46,0,1,8,133,1981
roberda06,0,709,2017,194,483,77,7,49,208,27,8,128,361,1982
roberge01,0,656,2200,311,615,100,23,20,249,29,22,205,79,1930
roberle01,0,901,2737,342,731,126,28,78,328,26,25,256,428,1984
roberro01,1,688,1525,107,255,55,10,5,103,3,1,135,372,1966
robersh01,0,597,1507,200,346,55,18,26,151,32,16,202,238,1952
robinbi02,0,1472,4364,536,1127,229,29,166,641,71,49,263,820,1983
robinbr01,1,2896,10654,1232,2848,482,68,268,1357,28,22,860,990,1977
robindo01,0,551,631,47,146,23,0,13,69,0,1,16,168,1992
robined01,0,1315,4282,546,1146,172,24,172,723,10,12,521,359,1957
robinfr02,1,2808,10006,1829,2943,528,72,586,1812,204,77,1420,1532,1976
robinja02,1,1382,4877,947,1518,273,54,137,734,197,30,740,291,1956
robinwi01,1,1371,5075,637,1388,212,51,18,722,196,0,286,178,1902
robinya01,0,978,3428,697,825,148,44,15,399,272,0,664,180,1892
rodgean01,0,854,2521,268,628,112,23,45,245,22,20,290,507,1967
rodriau01,0,2017,6611,612,1570,287,46,124,648,35,31,324,943,1983
rodrihe02,0,950,3031,389,784,176,9,160,523,10,14,276,803,2002
rodriiv01,1,2543,9592,1354,2844,572,51,311,1332,127,64,513,1474,2011
roebued01,0,460,137,14,28,4,0,2,10,0,0,4,39,1966
roeniga01,0,1064,2708,367,670,135,4,121,410,16,20,406,428,1988
roepr01,0,333,620,37,68,3,0,1,28,0,0,38,215,1954
roettos01,0,37,66,7,14,1,0,0,6,0,0,6,5,1932
rogelbi01,0,1482,5149,755,1375,256,75,42,609,82,62,649,416,1940
rogerst01,0,406,881,47,122,8,2,0,39,1,2,61,268,1985
rojasco01,0,1822,6309,714,1660,254,25,54,593,74,68,396,489,1977
rojasme01,0,525,59,1,7,1,0,0,3,0,0,0,32,1999
rojekst01,0,522,1764,225,470,67,13,4,122,32,3,152,100,1952
rolanji01,0,217,84,3,6,0,0,0,1,0,0,3,36,1972
rolfere01,0,1175,4827,942,1394,257,67,69,497,44,20,526,335,1942
rolliri01,0,1002,3303,419,887,125,20,77,399,17,10,266,410,1970
romanjo01,0,905,2767,355,706,112,10,129,417,7,9,414,485,1967
romered01,0,730,1912,218,473,79,1,8,155,9,10,140,159,1990
rommeed01,0,507,826,80,164,23,6,1,59,1,3,62,102,1932
romovi01,0,335,121,7,18,1,0,1,4,0,0,3,24,1982
roofph01,0,857,2151,190,463,69,13,43,210,11,10,184,504,1977
rookeji01,0,337,606,54,122,17,4,7,56,3,0,21,229,1980
rootch01,0,632,1086,86,196,46,7,11,93,1,0,44,329,1941
rosarbu01,0,988,3198,335,836,147,15,18,367,17,18,315,161,1951
rosebjo01,0,1585,4847,512,1206,190,44,104,548,67,56,547,677,1970
roselda01,0,422,873,114,206,31,3,10,76,5,7,108,145,1981
rosenal01,0,1044,3725,603,1063,165,20,192,717,39,33,587,385,1956
rosengo01,0,551,1916,310,557,71,34,22,197,12,0,218,166,1946
rosenla01,0,579,1483,240,390,75,25,22,189,13,9,251,195,1945
rosepe01,0,3562,14053,2165,4256,746,135,160,1314,198,149,1566,1143,1986
rossbu02,0,237,448,24,69,11,0,3,27,0,0,20,141,1945
rossga01,0,283,61,2,7,1,0,0,4,0,0,1,22,1977
rothrja01,0,1014,3350,498,924,162,35,28,327,75,33,299,312,1937
roushed01,1,1967,7363,1099,2376,339,182,68,981,268,92,484,260,1931
roweda01,0,347,1458,223,383,77,32,8,90,4,0,42,63,1888
roweja01,0,1044,4386,764,1256,202,88,28,644,59,0,224,177,1890
rowelba01,0,574,1901,200,523,95,26,19,217,37,0,113,105,1948
rowesc01,0,491,909,116,239,36,9,18,153,3,2,86,157,1949
roystje01,0,1428,4208,552,1049,165,33,40,352,189,95,411,534,1988
rozemda01,0,248,0,0,0,0,0,0,0,0,0,0,0,1986
ruckena01,0,336,805,44,157,10,6,1,44,2,0,22,64,1916
rudijo01,0,1547,5556,684,1468,287,39,179,810,25,15,369,870,1982
rudoldi01,0,284,698,46,131,14,6,2,56,9,1,53,115,1927
ruelmu01,0,1468,4514,494,1242,187,29,4,534,61,59,606,238,1934
ruethdu01,0,488,969,83,250,30,12,7,111,3,1,77,129,1927
ruffibr01,0,469,295,13,24,4,0,0,7,0,0,23,143,1997
ruffire01,1,882,1937,207,521,98,13,36,273,1,1,97,266,1947
ruhleve01,0,327,182,12,27,5,0,0,9,0,1,22,96,1986
runnepe01,0,1799,6373,876,1854,282,64,49,630,37,51,844,627,1964
rushbo01,0,420,807,50,140,21,3,4,49,1,0,31,298,1960
rusieam01,1,487,1730,209,428,42,29,8,176,25,0,27,170,1901
russeal01,0,357,415,29,65,8,0,0,13,0,1,40,163,1925
russebi01,0,2181,7318,796,1926,293,57,46,627,167,69,483,667,1986
russeja01,0,580,617,65,103,17,9,1,40,1,0,36,213,1940
russeje01,0,591,79,3,11,3,0,1,10,0,0,5,33,1996
russeji01,0,1035,3595,554,959,175,51,67,428,59,0,503,427,1951
russejo02,0,448,1087,113,245,50,3,34,129,3,3,84,355,1993
russere01,0,420,976,142,262,48,25,22,172,9,3,42,130,1923
ruthba01,1,2503,8398,2174,2873,506,136,714,2217,123,117,2062,1330,1935
ruthvdi01,0,363,671,42,123,18,5,1,44,2,5,16,212,1986
ryanco01,0,1184,3982,535,988,181,42,56,381,69,12,518,514,1954
ryanja01,0,616,2192,245,476,69,29,4,189,32,0,85,80,1913
ryanji01,0,2012,8164,1642,2502,451,157,118,1093,418,0,803,361,1903
ryanmi02,0,636,1920,146,370,60,12,28,161,4,4,152,370,1974
ryanno01,1,807,852,40,94,10,2,2,36,3,3,38,371,1993
ryanro01,0,249,268,18,51,8,0,1,12,0,2,20,64,1933
rybami01,0,250,247,18,58,6,0,0,24,0,0,22,31,1946
saberbr01,0,403,190,13,23,4,0,0,1,0,0,13,49,2001
sadecra01,0,587,789,59,151,21,4,5,56,0,1,27,161,1977
sainjo01,0,433,774,69,190,28,4,3,101,0,0,24,20,1955
sakatle01,0,564,1289,163,296,46,4,25,109,30,17,97,158,1987
salazlu01,0,1302,4101,438,1070,144,33,94,455,117,51,179,653,1992
sallesl01,0,476,924,57,158,12,4,2,52,2,0,46,188,1921
saltzja01,0,278,764,131,199,26,5,10,82,9,4,105,80,1945
salveja01,0,88,77,8,20,5,0,3,10,0,0,3,9,1945
sambijo01,0,462,52,4,7,1,0,0,4,0,0,10,19,1987
samueju01,0,1720,6081,873,1578,287,102,161,703,396,143,440,1442,1998
sandbry01,1,2164,8385,1318,2386,403,76,282,1061,344,107,761,1260,1997
sandede02,0,641,2123,308,558,72,43,39,168,186,63,159,352,2001
sandeke01,0,409,52,6,6,0,0,0,2,0,0,5,13,1976
sandesc01,0,473,474,20,46,13,0,2,26,0,0,26,224,1996
sandlmi01,0,195,446,34,107,19,2,2,31,2,0,38,45,1953
sanfoja02,0,393,665,51,105,19,2,3,37,0,1,45,240,1967
sanguma01,0,1448,5062,566,1500,205,57,65,585,35,38,223,331,1980
santoro01,1,2243,8143,1138,2254,365,67,342,1331,35,41,1108,1343,1974
satrito01,0,674,1623,130,365,53,5,21,157,7,8,214,225,1970
sauerha01,0,1399,4796,709,1278,200,19,288,876,11,4,561,714,1959
sauveri01,0,34,3,0,1,0,0,0,0,0,0,0,1,2000
savagte01,0,642,1375,202,321,51,11,34,163,49,24,200,272,1971
sawatca01,0,633,1449,133,351,46,5,58,213,2,0,191,251,1963
saxst01,0,1769,6940,913,1949,278,47,54,550,444,178,556,584,1994
saylo01,0,298,1239,181,287,44,8,5,52,0,0,35,39,1884
scanlbo01,0,290,30,1,2,0,0,0,3,0,0,1,12,2001
scarbra01,0,318,456,32,85,10,1,1,35,0,0,18,81,1953
schaapa01,0,1128,3555,436,869,132,26,57,323,43,38,516,466,1974
schaege01,0,1150,3784,497,972,117,48,9,308,201,1,333,28,1918
schalra01,1,1762,5306,579,1345,199,49,11,594,177,69,638,355,1929
schalro01,0,282,1112,100,259,38,5,2,109,8,10,79,95,1945
schanbo01,0,82,186,14,35,7,4,0,6,3,2,18,47,1927
schanwa01,0,1842,5307,769,1506,264,90,59,710,121,49,849,573,1931
schatda01,0,511,242,22,58,8,2,5,29,1,0,18,68,1991
schefbo01,0,517,1357,105,357,53,9,20,187,6,0,103,127,1951
scheica01,0,327,468,51,117,14,6,5,59,1,0,21,59,1954
scheifr01,0,389,1396,213,329,37,18,2,148,88,0,182,54,1906
scheiri01,0,462,1218,131,320,52,9,13,127,0,6,149,135,1974
schlala01,0,208,658,91,158,20,12,5,58,41,0,90,22,1914
schmicr01,0,60,161,18,26,1,0,0,3,5,0,18,20,1901
schmida01,0,376,3,0,0,0,0,0,0,0,0,0,0,1992
schmijo01,0,368,587,32,83,9,3,2,32,0,0,20,147,1956
schmimi01,1,2404,8352,1506,2234,408,59,548,1595,174,92,1507,1883,1989
schmiwa01,0,766,2411,216,619,63,20,3,234,57,16,137,105,1925
schoere01,1,2216,8479,1223,2449,427,78,84,773,89,27,606,346,1963
schofdi01,0,1321,3083,394,699,113,20,21,211,12,29,390,526,1971
schofdi02,0,1368,4299,505,989,137,32,56,353,120,41,446,684,1996
schoupe01,0,292,269,15,44,4,0,2,20,2,0,10,81,2001
schreha01,0,36,91,10,18,5,0,0,6,0,0,1,16,1926
schreos01,0,895,3057,304,829,136,31,9,338,52,0,102,0,1908
schrepa01,0,12,3,0,0,0,0,0,1,0,0,0,2,1945
schripo01,0,800,2727,367,720,117,40,16,375,46,0,223,118,1901
schubhe01,0,332,935,139,235,43,16,11,116,19,7,57,108,1936
schulba01,0,227,33,1,4,0,0,0,1,0,0,1,11,1965
schulfr01,0,1806,6533,906,1766,288,124,92,792,233,17,545,515,1918
schulfr02,0,1179,4259,686,1241,249,54,47,593,56,58,462,361,1937
schuljo03,0,703,1959,235,558,83,19,15,249,35,16,116,102,1925
schuljo04,0,192,374,59,98,15,4,14,64,1,0,76,49,1932
schuljo05,0,240,328,18,85,13,1,1,46,0,1,37,21,1948
schumha02,0,450,896,100,181,23,4,15,102,0,0,32,196,1946
schupfe01,0,217,319,25,58,10,3,1,19,0,1,25,104,1922
schuri01,0,580,1568,189,386,67,13,41,134,17,16,139,282,1996
sciosmi01,0,1441,4373,398,1131,198,12,68,446,29,24,567,307,1992
scottev01,0,1654,5837,552,1455,208,58,20,551,69,60,243,282,1926
scottge02,0,2034,7433,957,1992,306,60,271,1051,69,57,699,1418,1979
scottja01,0,408,680,67,187,31,4,5,73,1,2,39,76,1929
scottmi03,0,348,653,33,81,14,0,2,45,2,1,27,279,1991
scottto01,0,991,2803,331,699,111,28,17,253,125,69,186,464,1984
searara01,0,254,3,0,1,0,0,0,0,0,0,0,1,1990
seaveto01,1,677,1315,99,202,28,5,12,86,4,0,108,485,1986
seedsbo01,0,615,1937,268,537,77,21,28,233,14,15,160,190,1940
seguidi01,0,640,384,26,58,5,1,4,24,0,0,14,197,1977
seiboso01,0,207,395,27,76,7,1,1,27,1,0,25,43,1933
seitzke01,0,1439,5278,739,1557,285,35,74,613,80,49,669,617,1997
selbaki01,0,1610,6158,1064,1803,299,149,44,779,334,0,783,76,1906
selmadi01,0,324,203,13,35,5,2,0,7,1,0,5,76,1974
seminan01,0,1304,3921,495,953,139,26,164,556,23,7,582,780,1957
servasc01,0,820,2493,243,611,130,2,63,319,3,6,183,407,2001
severha01,0,1390,4312,408,1245,204,42,17,539,35,19,331,169,1926
seweljo01,1,1903,7132,1141,2226,436,68,49,1055,74,72,842,114,1933
sewellu01,0,1630,5383,653,1393,272,56,20,696,65,44,486,307,1942
sewelri01,0,423,750,81,152,22,3,6,59,12,0,37,154,1949
seyboso01,0,997,3685,478,1085,218,54,51,556,66,0,293,0,1908
seymocy01,0,1528,5682,737,1723,229,96,52,799,222,0,354,32,1913
shaffor01,0,871,3552,601,1000,164,53,11,317,34,0,227,225,1890
shankho01,0,1665,5699,604,1440,211,96,25,620,185,64,415,443,1925
shannre01,0,310,1070,124,277,38,22,0,91,21,6,109,178,1926
shantbo01,0,578,548,60,107,20,2,1,46,3,2,47,96,1964
shautjo01,0,367,660,63,170,28,4,1,64,3,1,40,91,1934
shawbo01,0,433,519,21,69,2,1,0,18,2,0,37,142,1967
shawje01,0,633,38,4,3,0,0,0,0,0,0,4,20,2001
shawkbo01,0,488,1049,90,225,26,6,3,94,0,0,34,181,1927
sheafda01,0,389,946,87,219,38,5,13,110,6,8,60,122,1997
sheame01,0,439,1197,105,263,39,7,5,115,8,4,189,145,1944
sheanda01,0,630,2167,225,495,59,23,6,166,66,0,155,133,1919
sheckji01,0,2122,7605,1296,2084,354,136,56,813,465,0,1135,233,1913
sheehto02,0,149,190,13,39,5,1,0,19,0,1,9,54,1926
sheelea01,0,1234,4471,572,1340,244,27,48,747,33,31,563,205,1931
sheetla01,0,748,2284,273,607,98,5,94,339,6,12,175,351,1993
shelbjo01,0,1036,3090,389,739,128,24,70,313,98,40,182,671,1991
shellji01,0,166,104,8,14,2,0,0,7,0,0,3,22,1977
sherdbi01,0,549,960,96,214,35,5,9,86,2,1,63,96,1932
sheripa01,0,876,2419,319,611,91,21,51,257,86,35,236,501,1991
sherrla01,0,416,148,7,25,1,3,3,9,0,0,7,37,1968
shindbi01,0,1422,5807,992,1561,226,97,31,758,318,0,388,240,1898
shiplcr01,0,582,1345,155,364,63,6,20,138,33,17,47,191,1998
shirlbo01,0,434,263,15,29,3,0,0,8,0,0,13,102,1987
shochge01,0,706,2536,414,671,89,28,10,323,138,0,298,115,1897
shockur01,0,412,798,89,167,23,3,1,70,1,3,139,211,1928
shoffmi01,0,135,205,18,32,6,2,2,14,0,0,14,76,1940
shopato01,0,253,309,40,62,7,1,3,20,11,5,26,51,1977
shortbi01,0,73,32,2,4,1,0,0,3,0,0,1,16,1969
shortch01,0,527,1345,161,370,51,20,3,134,12,8,110,68,1924
shortch02,0,506,697,29,88,5,2,0,24,1,0,14,198,1973
shottbu01,0,1387,4945,746,1338,154,65,9,290,293,93,713,380,1923
shouncl01,0,454,362,24,73,6,2,0,25,0,0,7,45,1949
shovljo01,0,18,43,7,9,0,0,0,3,0,0,5,3,1920
shower01,0,333,506,33,81,10,0,4,28,0,0,4,179,1991
shugafr01,0,745,3014,483,804,110,79,22,384,131,0,218,174,1901
sickied01,0,203,597,51,135,13,2,0,59,14,5,39,43,1927
siebedi01,0,1035,3917,439,1104,204,40,32,482,30,32,276,185,1945
siebeno01,0,1406,4481,662,1217,206,38,132,636,18,25,708,748,1968
siebeso01,0,405,660,52,114,22,3,12,57,0,0,18,182,1975
sievero01,0,1887,6387,945,1703,292,42,318,1147,14,19,841,920,1965
silvech01,0,227,482,34,136,15,2,1,52,2,6,53,32,1957
silveke01,0,102,203,26,44,11,1,5,25,0,1,31,41,1951
simmoal01,1,2215,8759,1507,2927,539,149,307,1827,88,64,615,737,1944
simmocu01,0,609,1135,93,194,19,3,1,76,2,1,59,283,1967
simmote01,0,2456,8680,1074,2472,483,47,248,1389,21,33,855,694,1988
simmsmi01,0,330,660,92,163,33,1,36,121,4,4,69,175,1999
simsdu01,0,843,2422,263,580,80,6,100,310,6,16,338,483,1974
sinatma01,0,140,252,20,48,6,1,1,21,2,1,17,35,1992
singebi01,0,324,413,20,45,11,0,0,13,0,0,14,162,1977
singlel01,0,152,68,3,9,1,1,0,4,0,0,0,27,1959
singlke01,0,2082,7189,985,2029,317,25,246,1065,21,36,1263,1246,1984
siskdo01,0,332,38,1,4,0,0,0,1,0,0,1,20,1991
sislege01,1,2055,8267,1284,2812,425,164,102,1175,375,127,472,327,1930
sistisi01,0,1016,2999,401,732,121,19,27,260,30,5,283,440,1954
sizemte01,0,1411,5011,577,1311,188,21,23,430,59,46,469,350,1980
skinnbo01,0,1381,4318,642,1198,197,58,103,531,67,36,485,646,1966
skowrbi01,0,1658,5547,681,1566,243,53,211,888,16,18,383,870,1967
slaglji01,0,1298,4996,779,1340,124,56,2,344,273,0,619,0,1908
slatoji01,0,496,57,4,6,0,0,0,0,0,0,4,23,1986
slaugdo01,0,1327,4063,415,1151,235,28,77,476,18,15,311,559,1997
slaugen01,1,2380,7946,1247,2383,413,148,169,1304,71,15,1018,538,1959
slocuhe01,0,549,12,0,1,0,0,0,2,0,0,0,7,2000
slusajo01,0,118,9,1,1,0,0,0,1,0,0,0,5,2001
smallro01,0,872,2644,277,601,103,33,61,305,4,0,257,541,1958
smallro02,0,1653,5657,745,1454,244,25,163,694,27,34,771,908,1987
smilejo01,0,361,504,21,73,14,0,2,35,0,0,25,183,1997
smithal01,0,287,955,107,252,30,11,1,130,37,0,26,0,1906
smithal03,0,359,535,48,102,12,1,2,38,0,0,51,106,1945
smithal04,0,1517,5357,843,1458,258,46,164,676,67,43,674,768,1964
smithbo02,0,742,1689,154,409,64,17,5,166,16,13,52,110,1937
smithbr01,0,365,496,34,76,12,0,3,37,1,0,29,140,1993
smithch02,0,218,447,22,67,5,1,1,22,0,0,11,27,1914
smithch04,0,771,2484,228,594,83,18,69,281,7,12,130,565,1969
smithda02,0,609,44,2,3,0,0,0,1,0,0,4,21,1992
smithea02,0,860,2264,225,686,115,19,46,355,18,9,247,106,1930
smithed04,0,284,531,36,100,18,2,1,29,2,0,37,105,1947
smithel01,0,1234,4684,912,1454,196,136,37,663,232,0,636,139,1901
smithel02,0,1012,3195,469,881,181,62,70,541,54,27,319,359,1925
smithfr03,0,369,766,81,156,41,9,2,85,3,0,64,48,1915
smithge01,0,1710,6552,907,1592,251,94,47,797,235,0,408,288,1898
smithha01,0,35,132,11,29,3,1,0,7,0,0,5,12,1889
smithha03,0,343,1004,83,214,22,7,2,89,23,0,55,14,1910
smithha08,0,879,2682,269,715,148,10,58,323,7,10,196,361,1964
smithha09,0,570,1697,126,437,63,8,23,172,6,8,102,128,1965
smithja03,0,1406,4532,783,1301,182,71,40,382,228,67,334,348,1929
smithle02,0,1023,64,2,3,0,0,1,2,0,0,3,42,1997
smithlo01,0,1613,5170,909,1488,273,58,98,533,370,140,623,849,1994
smithoz01,1,2573,9396,1257,2460,402,69,28,793,580,148,1072,589,1996
smithpe02,0,234,279,15,33,4,2,0,15,0,0,19,83,1998
smithpo01,0,1112,4238,643,941,141,87,24,358,169,0,325,345,1891
smithre06,0,1987,7033,1123,2020,363,57,314,1092,137,86,890,1030,1982
smithsh01,0,381,709,59,165,24,10,6,60,4,3,30,134,1927
smithza01,0,386,551,27,87,12,2,0,32,1,0,13,108,1996
smoltjo01,1,735,948,77,151,26,2,5,61,3,2,79,365,2009
snidedu01,1,2143,7161,1259,2116,358,85,407,1333,99,50,971,1237,1964
snydefr01,0,1392,4229,331,1122,170,44,47,525,37,20,281,416,1927
snydepo01,0,930,3644,433,855,124,41,9,385,33,9,83,127,1891
snyderu01,0,1365,3631,488,984,150,29,42,319,58,32,294,438,1970
soderer01,0,894,2894,402,764,120,14,102,383,18,21,295,359,1980
solaito01,0,525,1316,164,336,66,1,50,203,2,8,214,345,1979
solomed01,0,198,220,13,39,6,0,0,15,0,0,4,69,1982
soltemo01,0,938,3421,503,990,213,42,83,599,42,23,221,377,1943
sommejo01,0,920,3675,617,911,109,42,11,342,101,0,238,53,1890
sommeru01,0,33,27,1,7,1,1,0,1,0,0,4,1,1927
sorenla01,0,346,61,2,3,1,0,0,0,0,0,2,30,1988
sorrepa01,0,1093,3412,454,876,176,5,166,565,8,15,426,844,1999
sorrevi01,0,281,553,35,77,10,1,0,28,0,1,35,144,1937
sosael01,0,602,92,2,12,1,0,0,6,0,2,3,35,1983
sothoal01,0,265,546,37,113,20,5,0,41,0,2,15,93,1926
sotoma01,0,303,530,32,70,13,1,1,24,0,0,11,166,1988
souchst01,0,473,1227,163,313,58,20,50,186,15,9,88,164,1955
southbi01,1,1192,4359,661,1296,173,91,52,561,138,85,402,148,1929
spahnwa01,1,783,1872,141,363,57,6,35,189,4,2,94,487,1965
spangal01,0,912,2267,307,594,87,26,21,175,37,32,295,234,1971
sparktu01,0,313,798,45,91,16,4,0,41,0,0,52,1,1910
speaktr01,1,2789,10195,1882,3514,792,222,117,1529,432,129,1381,220,1928
speiech01,0,2260,7156,770,1759,302,50,112,720,42,54,847,988,1989
spencda01,0,1098,3689,457,901,145,20,105,428,13,7,449,516,1963
spencge01,0,122,50,4,6,0,0,0,3,0,0,3,21,1960
spencji01,0,1553,4908,541,1227,179,27,146,599,11,19,407,582,1982
spencro01,0,636,1814,177,448,57,13,3,203,4,1,128,130,1938
spencst01,0,1112,3871,541,1090,196,60,95,575,21,23,520,248,1949
spenctu01,0,449,1326,106,298,43,10,3,133,13,0,87,46,1918
spierbi01,0,1251,3408,477,922,158,35,37,388,97,43,355,496,2001
spillda01,0,559,130,9,10,1,0,0,1,0,0,19,73,1985
spilmha01,0,563,810,96,192,34,1,18,117,1,2,81,126,1989
splitpa01,0,430,121,12,22,1,1,0,4,0,0,7,16,1984
spraged02,0,1203,4095,506,1010,225,12,152,558,6,12,358,833,2001
sprinja01,0,155,28,0,3,0,0,0,0,0,0,1,16,1965
squirmi01,0,779,1580,211,411,53,10,6,141,45,28,143,108,1985
staffge01,0,568,2128,341,583,60,19,21,290,117,0,164,96,1899
stahlch01,0,1304,5069,858,1546,219,118,36,622,189,0,470,0,1906
stahlja01,0,981,3425,405,894,149,87,31,437,178,0,221,1,1913
stahlla01,0,730,1721,167,400,58,19,36,163,22,16,142,357,1973
staintu01,0,817,2261,284,585,90,14,17,204,27,12,64,213,1946
stalege01,0,640,525,35,66,4,0,1,19,0,2,38,116,1961
stanaos01,0,1096,3503,248,819,123,34,8,321,30,2,219,268,1925
stangle01,0,360,305,13,24,2,0,0,9,0,0,30,124,1970
stanhdo01,0,298,135,9,25,3,0,1,9,0,0,10,33,1982
stanked01,0,1259,4301,811,1154,185,35,29,364,48,5,996,374,1953
stanlbo01,0,637,0,0,0,0,0,0,0,0,0,0,0,1989
stanlfr01,0,816,1650,197,356,38,5,10,120,11,6,196,243,1982
stanljo02,0,216,694,77,148,15,10,2,76,20,0,51,0,1909
stanlmi01,0,1516,5022,641,1243,201,48,117,500,44,23,371,564,1978
stanlmi02,0,1467,4222,625,1138,220,7,187,702,13,4,652,929,2000
stantmi01,0,277,4,0,1,0,0,0,0,0,0,0,1,1985
stargwi01,1,2360,7927,1195,2232,423,55,475,1540,17,16,937,1936,1982
starrra01,0,138,212,12,26,4,0,0,12,0,0,13,81,1945
startjo01,0,1071,4747,854,1418,147,67,15,544,18,9,164,109,1886
statzji01,0,683,2585,376,737,114,31,17,215,77,46,194,211,1928
staubru01,0,2951,9720,1189,2716,499,47,292,1466,47,33,1255,888,1985
stclara01,0,162,15,1,4,0,0,0,0,0,0,2,6,1994
stearec01,0,509,2025,295,491,72,36,8,173,67,0,173,117,1889
stearjo01,0,810,2681,334,696,152,10,46,312,91,51,323,294,1984
steinbi02,0,959,2811,268,751,122,18,44,311,16,16,186,413,1985
steinha01,0,1646,5896,758,1576,284,90,27,762,194,0,471,32,1911
steinte01,0,1546,5369,638,1453,273,21,162,745,23,22,418,938,1999
stengca01,1,1277,4288,575,1219,182,89,60,535,131,43,437,453,1925
stennre01,0,1237,4521,500,1239,177,41,41,432,75,54,207,348,1981
stenzja01,0,766,3024,662,1024,190,71,32,533,292,0,299,71,1899
stephge01,0,964,1913,283,460,78,15,37,207,27,20,233,322,1964
stephjo02,0,451,989,83,214,37,3,12,93,0,1,63,118,1973
stephri01,0,1310,4508,714,1515,321,54,63,773,53,9,494,247,1934
stephve01,0,1720,6497,1001,1859,307,42,247,1174,25,22,692,685,1955
stevele01,0,1012,3332,440,847,185,15,144,531,9,16,345,832,2002
stewabu01,0,773,2041,288,547,96,32,32,260,29,23,252,157,1954
stewada01,0,523,51,5,10,1,1,0,4,0,0,3,17,1995
stewaji01,0,777,1420,164,336,45,14,8,112,38,20,139,218,1973
stewale01,0,283,565,60,115,18,6,0,48,1,1,64,114,1935
stewasa01,0,359,0,0,0,0,0,0,0,0,0,0,0,1987
stewast01,0,176,265,74,63,14,3,1,18,21,7,17,32,1929
stiebda01,0,454,2,2,0,0,0,0,0,0,0,0,0,1998
stillku01,0,998,3125,362,779,151,30,34,310,38,29,274,455,1996
stinsbo01,0,652,1634,166,408,61,7,33,180,8,10,201,254,1980
stirnsn01,0,1028,3695,604,989,157,68,29,281,134,55,541,447,1952
stiveja01,0,601,1991,347,592,84,46,35,357,31,0,133,136,1899
stobbch01,0,460,578,53,102,15,0,0,53,1,1,52,125,1961
stockle01,0,6,22,2,3,1,0,0,0,0,0,0,5,1890
stockmi01,0,1628,6249,839,1806,270,58,22,696,155,75,455,321,1926
stoddti01,0,485,20,1,2,0,0,1,1,0,0,0,8,1989
stonede01,0,216,170,9,15,3,1,1,12,0,0,15,93,1963
stonejo01,0,1200,4494,739,1391,268,105,77,707,45,40,463,352,1938
stoneli01,0,230,338,24,58,15,1,2,31,1,1,15,63,1931
stonest01,0,340,219,9,22,2,0,0,7,0,0,11,92,1981
stottme01,0,366,749,54,120,13,6,7,57,0,2,47,270,1974
stottto01,0,373,242,23,50,7,1,1,11,1,1,28,93,2002
stoutal01,0,180,121,9,18,3,0,1,6,0,0,5,52,1943
stovage01,0,1414,5222,547,1382,231,56,15,564,142,0,172,94,1915
stoveha01,0,1486,6138,1492,1771,347,174,122,908,509,0,663,343,1893
strando01,0,707,1859,194,434,87,7,31,211,14,15,155,330,1998
stranpa01,0,96,219,20,49,11,4,0,18,3,3,4,15,1924
stransa01,0,903,2933,479,790,112,28,16,253,216,0,464,6,1908
strawda01,0,1583,5418,898,1401,256,38,335,1000,221,99,816,1352,1999
streega01,0,504,1501,98,312,44,11,2,105,17,0,119,0,1931
